,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,STUDY ACCESSION,parentterm,color
2081,African Am./Caribbean,267.0,30578281.0,Williams LM,Alloimmunization response to red blood cell transfusion in sickle cell anemia,initial,2018-12-01,GCST007210,Biological process,#fee08b
2082,African Am./Caribbean,130.0,30578281.0,Williams LM,Alloimmunization response to red blood cell transfusion in sickle cell anemia,replication,2018-12-01,GCST007210,Biological process,#fee08b
2083,African Am./Caribbean,267.0,30578281.0,Williams LM,Alloimmunization response to red blood cell transfusion in sickle cell anemia,initial,2018-12-01,GCST007210,Biological process,#fee08b
2092,European,337536.0,30566020.0,Fukaya E,Varicose veins,initial,2018-12-01,GCST007225,Other trait,#3288bd
2093,European,764012.0,30504769.0,Ferkingstad E,Gallstone disease,initial,2018-11-30,GCST007209,Digestive system disorder,#3288bd
2094,Asian,3989.0,30498034.0,Terao C,Takayasu arteritis,replication,2018-11-29,GCST006984,Cardiovascular disease,#d53e4f
2095,Asian,2569.0,30498034.0,Terao C,Takayasu arteritis,initial,2018-11-29,GCST006984,Cardiovascular disease,#d53e4f
2096,Asian,1622.0,30500874.0,Kakuta Y,Crohn's disease,replication,2018-11-29,GCST007216,Digestive system disorder,#d53e4f
2097,Asian,2796.0,30500874.0,Kakuta Y,Crohn's disease,initial,2018-11-29,GCST007216,Digestive system disorder,#d53e4f
2098,Asian,53008.0,30487518.0,Takeuchi F,Systolic blood pressure,replication,2018-11-28,GCST007703,Other measurement,#d53e4f
2099,European,105253.0,30487518.0,Takeuchi F,Systolic blood pressure,replication,2018-11-28,GCST007703,Other measurement,#3288bd
2100,Asian,130777.0,30487518.0,Takeuchi F,Systolic blood pressure,initial,2018-11-28,GCST007703,Other measurement,#d53e4f
2101,Asian,22472.0,30487518.0,Takeuchi F,Hypertension,replication,2018-11-28,GCST007707,Cardiovascular disease,#d53e4f
2102,European,53008.0,30487518.0,Takeuchi F,Hypertension,replication,2018-11-28,GCST007707,Cardiovascular disease,#3288bd
2103,Asian,50792.0,30487518.0,Takeuchi F,Hypertension,initial,2018-11-28,GCST007707,Cardiovascular disease,#d53e4f
2104,Asian,105253.0,30487518.0,Takeuchi F,Mean arterial pressure,replication,2018-11-28,GCST007706,Other measurement,#d53e4f
2105,European,53008.0,30487518.0,Takeuchi F,Mean arterial pressure,replication,2018-11-28,GCST007706,Other measurement,#3288bd
2106,Asian,130777.0,30487518.0,Takeuchi F,Mean arterial pressure,initial,2018-11-28,GCST007706,Other measurement,#d53e4f
2107,Asian,105253.0,30487518.0,Takeuchi F,Pulse pressure,replication,2018-11-28,GCST007705,Cardiovascular measurement,#d53e4f
2108,European,53008.0,30487518.0,Takeuchi F,Pulse pressure,replication,2018-11-28,GCST007705,Cardiovascular measurement,#3288bd
2109,Asian,130777.0,30487518.0,Takeuchi F,Pulse pressure,initial,2018-11-28,GCST007705,Cardiovascular measurement,#d53e4f
2110,Asian,53008.0,30487518.0,Takeuchi F,Diastolic blood pressure,replication,2018-11-28,GCST007704,Other measurement,#d53e4f
2111,Asian,130777.0,30487518.0,Takeuchi F,Diastolic blood pressure,initial,2018-11-28,GCST007704,Other measurement,#d53e4f
2112,European,105253.0,30487518.0,Takeuchi F,Diastolic blood pressure,replication,2018-11-28,GCST007704,Other measurement,#3288bd
2113,African Am./Caribbean,1852.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),initial,2018-11-28,GCST007292,Metabolic disorder,#fee08b
2114,European,3094.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),initial,2018-11-28,GCST007292,Metabolic disorder,#3288bd
2115,Asian,771.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),replication,2018-11-28,GCST007292,Metabolic disorder,#d53e4f
2116,European,15918.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),replication,2018-11-28,GCST007292,Metabolic disorder,#3288bd
2117,Asian,984.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),replication,2018-11-28,GCST007292,Metabolic disorder,#d53e4f
2118,Asian,13703.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),replication,2018-11-28,GCST007292,Metabolic disorder,#d53e4f
2119,Hispanic/Latin American,2710.0,30487263.0,Pollack S,Diabetic retinopathy (all NPDR and PDR),replication,2018-11-28,GCST007292,Metabolic disorder,#807dba
2120,Asian,2484.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs no DR),replication,2018-11-28,GCST007291,Metabolic disorder,#d53e4f
2121,Hispanic/Latin American,1280.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs no DR),replication,2018-11-28,GCST007291,Metabolic disorder,#807dba
2122,European,3731.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs no DR),replication,2018-11-28,GCST007291,Metabolic disorder,#3288bd
2123,African Am./Caribbean,2038.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs no DR),initial,2018-11-28,GCST007291,Metabolic disorder,#fee08b
2124,European,2368.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs no DR),initial,2018-11-28,GCST007291,Metabolic disorder,#3288bd
2125,Asian,8607.0,30487263.0,Pollack S,Diabetic retinopathy (moderate NPDR and PDR),replication,2018-11-28,GCST007290,Metabolic disorder,#d53e4f
2126,European,4677.0,30487263.0,Pollack S,Diabetic retinopathy (moderate NPDR and PDR),replication,2018-11-28,GCST007290,Metabolic disorder,#3288bd
2127,African Am./Caribbean,1709.0,30487263.0,Pollack S,Diabetic retinopathy (moderate NPDR and PDR),initial,2018-11-28,GCST007290,Metabolic disorder,#fee08b
2128,European,2614.0,30487263.0,Pollack S,Diabetic retinopathy (moderate NPDR and PDR),initial,2018-11-28,GCST007290,Metabolic disorder,#3288bd
2129,Hispanic/Latin American,2254.0,30487263.0,Pollack S,Diabetic retinopathy (moderate NPDR and PDR),replication,2018-11-28,GCST007290,Metabolic disorder,#807dba
2130,Asian,2085.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs NPDR and no DR),replication,2018-11-28,GCST007289,Metabolic disorder,#d53e4f
2131,Hispanic/Latin American,2426.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs NPDR and no DR),replication,2018-11-28,GCST007289,Metabolic disorder,#807dba
2132,European,8821.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs NPDR and no DR),replication,2018-11-28,GCST007289,Metabolic disorder,#3288bd
2133,African Am./Caribbean,2611.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs NPDR and no DR),initial,2018-11-28,GCST007289,Metabolic disorder,#fee08b
2134,European,3246.0,30487263.0,Pollack S,Proliferative diabetic retinopathy (vs NPDR and no DR),initial,2018-11-28,GCST007289,Metabolic disorder,#3288bd
2135,European,678.0,30488612.0,Xiang B,Alcohol and nicotine co-dependence,replication,2018-11-28,GCST007657,Neurological disorder,#3288bd
2136,European,1207.0,30488612.0,Xiang B,Alcohol and nicotine co-dependence,initial,2018-11-28,GCST007657,Neurological disorder,#3288bd
2137,African Am./Caribbean,2094.0,30488612.0,Xiang B,Alcohol and nicotine co-dependence,initial,2018-11-28,GCST007657,Neurological disorder,#fee08b
2139,European,136207.0,30478444.0,Demontis D,Attention deficit hyperactivity disorder,replication,2018-11-26,GCST007543,Neurological disorder,#3288bd
2141,Asian,1937.0,30478444.0,Demontis D,Attention deficit hyperactivity disorder,initial,2018-11-26,GCST007543,Neurological disorder,#d53e4f
2142,European,53293.0,30478444.0,Demontis D,Attention deficit hyperactivity disorder,initial,2018-11-26,GCST007543,Neurological disorder,#3288bd
2143,European,8232.0,30475886.0,Mekli K,Frailty index,initial,2018-11-26,GCST007716,Other measurement,#3288bd
2144,European,5248.0,30475886.0,Mekli K,Frailty index,replication,2018-11-26,GCST007716,Other measurement,#3288bd
2145,European,3226.0,30468137.0,Fabbri C,Treatment resistant depression,initial,2018-11-23,GCST007665,Neurological disorder,#3288bd
2146,European,3226.0,30468137.0,Fabbri C,Treatment resistant depression,initial,2018-11-23,GCST007665,Response to drug,#3288bd
2147,European,1429.0,30470734.0,Hackinger S,Schizophrenia vs schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007222,Neurological disorder,#3288bd
2148,European,1429.0,30470734.0,Hackinger S,Schizophrenia vs schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007222,Metabolic disorder,#3288bd
2149,European,1630.0,30470734.0,Hackinger S,Schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007220,Neurological disorder,#3288bd
2150,European,1630.0,30470734.0,Hackinger S,Schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007220,Metabolic disorder,#3288bd
2151,European,2312.0,30468137.0,Fabbri C,Depressive symptom improvement,initial,2018-11-23,GCST007666,Other measurement,#3288bd
2152,European,2312.0,30468137.0,Fabbri C,Depressive symptom improvement,initial,2018-11-23,GCST007666,Response to drug,#3288bd
2153,European,1327.0,30470734.0,Hackinger S,Type 2 diabetes vs schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007224,Neurological disorder,#3288bd
2154,European,1327.0,30470734.0,Hackinger S,Type 2 diabetes vs schizophrenia and type 2 diabetes,initial,2018-11-23,GCST007224,Metabolic disorder,#3288bd
2155,European,2312.0,30468137.0,Fabbri C,Treatment resistant depression,initial,2018-11-23,GCST007667,Neurological disorder,#3288bd
2156,European,2312.0,30468137.0,Fabbri C,Treatment resistant depression,initial,2018-11-23,GCST007667,Response to drug,#3288bd
2157,European,1746.0,30470734.0,Hackinger S,Schizophrenia vs type 2 diabetes,initial,2018-11-23,GCST007223,Neurological disorder,#3288bd
2158,European,1746.0,30470734.0,Hackinger S,Schizophrenia vs type 2 diabetes,initial,2018-11-23,GCST007223,Metabolic disorder,#3288bd
2159,European,1947.0,30470734.0,Hackinger S,Type 2 diabetes,initial,2018-11-23,GCST007221,Metabolic disorder,#3288bd
2160,European,2049.0,30470734.0,Hackinger S,Schizophrenia,initial,2018-11-23,GCST007219,Neurological disorder,#3288bd
2161,African,371.0,30467376.0,Wilker S,Post-traumatic stress disorder,replication,2018-11-22,GCST007651,Neurological disorder,#fc8d59
2162,African,924.0,30467376.0,Wilker S,Post-traumatic stress disorder,initial,2018-11-22,GCST007651,Neurological disorder,#fc8d59
2163,European,9870.0,30456828.0,Khramtsova EA,Obsessive-compulsive disorder,initial,2018-11-20,GCST007208,Neurological disorder,#3288bd
2164,Hispanic/Latin American,1440.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#807dba
2165,European,42379.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#3288bd
2166,Asian,773.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#d53e4f
2167,African Am./Caribbean,4500.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#fee08b
2168,Hispanic/Latin American,1440.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#807dba
2169,European,42379.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#3288bd
2170,Asian,773.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#d53e4f
2171,African Am./Caribbean,4500.0,30586737.0,Sabater-Lleal M,vWF and FVIII levels,initial,2018-11-20,GCST007447,Hematological measurement,#fee08b
2172,European,42379.0,30586737.0,Sabater-Lleal M,vWF levels,initial,2018-11-20,GCST007446,Hematological measurement,#3288bd
2173,African Am./Caribbean,3700.0,30586737.0,Sabater-Lleal M,vWF levels,initial,2018-11-20,GCST007446,Hematological measurement,#fee08b
2174,Hispanic/Latin American,275.0,30586737.0,Sabater-Lleal M,vWF levels,initial,2018-11-20,GCST007446,Hematological measurement,#807dba
2175,European,9870.0,30456828.0,Khramtsova EA,Obsessive-compulsive disorder x sex interaction,initial,2018-11-20,GCST007207,Neurological disorder,#3288bd
2176,European,9870.0,30456828.0,Khramtsova EA,Obsessive-compulsive disorder x sex interaction,initial,2018-11-20,GCST007207,Other measurement,#3288bd
2177,Asian,773.0,30586737.0,Sabater-Lleal M,Factor VIII levels,initial,2018-11-20,GCST007445,Hematological measurement,#d53e4f
2178,European,25897.0,30586737.0,Sabater-Lleal M,Factor VIII levels,initial,2018-11-20,GCST007445,Hematological measurement,#3288bd
2179,Hispanic/Latin American,1440.0,30586737.0,Sabater-Lleal M,Factor VIII levels,initial,2018-11-20,GCST007445,Hematological measurement,#807dba
2180,African Am./Caribbean,4500.0,30586737.0,Sabater-Lleal M,Factor VIII levels,initial,2018-11-20,GCST007445,Hematological measurement,#fee08b
2181,African Am./Caribbean,307.0,30452639.0,Butali A,Cleft lip with or without cleft palate,replication,2018-11-19,GCST007510,Other trait,#fee08b
2182,African,1049.0,30452639.0,Butali A,Cleft lip with or without cleft palate,replication,2018-11-19,GCST007510,Other trait,#fc8d59
2183,African,3073.0,30452639.0,Butali A,Cleft lip with or without cleft palate,initial,2018-11-19,GCST007510,Other trait,#fc8d59
2184,European,534.0,30453346.0,Tunjungputri RN,Platelet count and reactivity phenotypes,initial,2018-11-19,GCST007652,Cardiovascular measurement,#3288bd
2185,European,534.0,30453346.0,Tunjungputri RN,Platelet count and reactivity phenotypes,initial,2018-11-19,GCST007652,Hematological measurement,#3288bd
2186,African,748.0,30452639.0,Butali A,Cleft palate,replication,2018-11-19,GCST007509,Other trait,#fc8d59
2187,African,2364.0,30452639.0,Butali A,Cleft palate,initial,2018-11-19,GCST007509,Other trait,#fc8d59
2188,African Am./Caribbean,265.0,30452639.0,Butali A,Cleft palate,replication,2018-11-19,GCST007509,Other trait,#fee08b
2189,European,831.0,30450575.0,Hojfeldt SG,PEG-asparaginase hypersensitivity without enzyme activity in childhood acute lymphoblastic leukaemia,initial,2018-11-18,GCST007540,Response to drug,#3288bd
2190,European,831.0,30450575.0,Hojfeldt SG,PEG-asparaginase hypersensitivity without enzyme activity in childhood acute lymphoblastic leukaemia,initial,2018-11-18,GCST007540,Cancer,#3288bd
2191,European,878.0,30450575.0,Hojfeldt SG,PEG-asparaginase hypersensitivity in childhood acute lymphoblastic leukaemia (allergic reaction grade 2 or more),initial,2018-11-18,GCST007541,Response to drug,#3288bd
2192,European,878.0,30450575.0,Hojfeldt SG,PEG-asparaginase hypersensitivity in childhood acute lymphoblastic leukaemia (allergic reaction grade 2 or more),initial,2018-11-18,GCST007541,Cancer,#3288bd
2193,European,803.0,30450575.0,Hojfeldt SG,Silent asparaginase inactivation in childhood acute lymphoblastic leukaemia,initial,2018-11-18,GCST007539,Other measurement,#3288bd
2194,European,803.0,30450575.0,Hojfeldt SG,Silent asparaginase inactivation in childhood acute lymphoblastic leukaemia,initial,2018-11-18,GCST007539,Cancer,#3288bd
2195,European,1453.0,30453627.0,Marklund M,Fatty acid desaturase activity (serum),initial,2018-11-17,GCST007635,Other measurement,#3288bd
2196,European,783.0,30453627.0,Marklund M,Fatty acid desaturase activity (adipose tissue),initial,2018-11-17,GCST007636,Other measurement,#3288bd
2197,Asian,278.0,30498476.0,Liu H,Total cholesterol levels,initial,2018-11-15,GCST007203,Lipid or lipoprotein measurement,#d53e4f
2198,Asian,278.0,30498476.0,Liu H,Low density lipoprotein cholesterol levels,initial,2018-11-15,GCST007204,Lipid or lipoprotein measurement,#d53e4f
2199,Asian,278.0,30498476.0,Liu H,High density lipoprotein cholesterol levels,initial,2018-11-15,GCST007202,Lipid or lipoprotein measurement,#d53e4f
2200,European,88583.0,30429480.0,Duffy DL,Nevus count or cutaneous melanoma,initial,2018-11-14,GCST007505,Other measurement,#3288bd
2201,European,88583.0,30429480.0,Duffy DL,Nevus count or cutaneous melanoma,initial,2018-11-14,GCST007505,Cancer,#3288bd
2202,European,52506.0,30429480.0,Duffy DL,Nevus count,initial,2018-11-14,GCST007504,Other measurement,#3288bd
2203,European,1859.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#3288bd
2204,Hispanic/Latin American,159.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#807dba
2205,Other/Mixed,8.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#99d594
2206,Other/Mixed,4.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#99d594
2208,European,144750.0,30431558.0,Smith SB,Temporomandibular joint disorder,replication,2018-11-13,GCST007619,Other disease,#3288bd
2209,Hispanic/Latin American,11975.0,30431558.0,Smith SB,Temporomandibular joint disorder,replication,2018-11-13,GCST007619,Other disease,#807dba
2210,Asian,223.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#d53e4f
2211,African Am./Caribbean,701.0,30431558.0,Smith SB,Temporomandibular joint disorder,initial,2018-11-13,GCST007619,Other disease,#fee08b
