STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST005778,European,2562
GCST005778,European,30869
GCST005779,European,883
GCST005779,European,32548
GCST005780,European,33431
GCST005781,European,33431
GCST005777,European,33431
GCST005776,European,33431
GCST005775,European,33431
GCST005774,European,33431
GCST005773,European,33431
GCST005772,European,33431
GCST005771,European,33431
GCST005770,European,33431
GCST005769,European,33431
GCST005762,European,5974
GCST005762,European,27457
GCST005846,European,54137
GCST005846,Asian,1744
GCST005846,African,1445
GCST005847,European,54137
GCST005847,Asian,1744
GCST005847,African,1445
GCST005722,European,275
GCST005723,European,301
GCST005724,European,588
GCST005725,European,169
GCST005725,European,5
GCST005725,European,19
GCST005725,European,8
GCST005726,European,230
GCST005726,European,10
GCST005726,European,25
GCST005726,European,10
GCST005727,European,247
GCST005727,European,7
GCST005727,European,33
GCST005727,European,14
GCST005729,European,1576
GCST005729,African American,134
GCST005729,Hispanic,81
GCST006292,Han Chinese,2413
GCST005754,Han Chinese,1047
GCST005754,Han Chinese,1205
GCST005728,European,201
GCST005848,European,54137
GCST005848,Asian,1744
GCST005848,African,1445
GCST005849,European,54137
GCST005849,Asian,1744
GCST005849,African,1445
GCST005850,European,54137
GCST005850,Asian,1744
GCST005850,African,1445
GCST005721,European,482
GCST005721,European,19
GCST005721,European,59
GCST005721,European,28
GCST005559,European,223
GCST005795,European,4692
GCST005795,Han Chinese,1539
GCST005795,African American,849
GCST005795,Hispanic,446
GCST005795,European,2882
GCST005795,European,3549
GCST005795,European,26534
GCST005796,European,4692
GCST005796,Han Chinese,1539
GCST005796,African American,849
GCST005796,Hispanic,446
GCST005796,European,2882
GCST005796,European,3549
GCST005796,European,26534
GCST005588,African American,662
GCST005588,African American,1138
GCST006803,European,40675
GCST006803,European,64643
GCST005653,European,825
GCST005653,Asian,1024
GCST005654,European,825
GCST005654,Asian,1024
GCST005656,European,1823
GCST005652,European,825
GCST005652,Asian,1024
GCST005521,European American,228
GCST005521,African American,146
GCST005519,European American,426
GCST005519,African American,273
GCST005520,European American,198
GCST005520,African American,127
GCST005582,Han Chinese,280
GCST005582,Han Chinese,350
GCST005797,European,4577
GCST005440,Thai,1045
GCST005517,European,3135
GCST005517,European,463
GCST005515,European,3135
GCST005515,European,463
GCST005516,European,3135
GCST005516,European,463
GCST005760,Northern European,4687
GCST005759,Northern European,4687
GCST005758,Northern European,4687
GCST005757,Northern European,4687
GCST005439,Thai,537
GCST005439,Thai,508
GCST005441,Thai,1045
GCST005756,Northern European,4687
GCST005514,European,3135
GCST005514,European,463
GCST007989,European,2329
GCST005591,Japanese,6692
GCST005591,Japanese,27178
GCST005798,Japanese,811
GCST005802,East Asian,747
GCST005802,East Asian,2071
GCST005801,East Asian,747
GCST005801,East Asian,747
GCST005799,East Asian,747
GCST005799,East Asian,2071
GCST006186,European,14607
GCST006186,European,65935
GCST006186,African,5545
GCST006186,African,21571
GCST006186,Asian,2465
GCST006186,Asian,10973
GCST006186,Hispanic,1068
GCST006186,Hispanic,7737
GCST006187,European,80552
GCST006187,African,27118
GCST006187,Asian,13438
GCST006187,Hispanic,8805
GCST006188,European,80552
GCST006188,African,27118
GCST006188,Asian,13438
GCST006188,Hispanic,8805
GCST006189,European,43016
GCST006189,European,37535
GCST006189,African,12693
GCST006189,African,13121
GCST006189,Asian,4142
GCST006189,Asian,9296
GCST006189,Hispanic,3228
GCST006189,Hispanic,5577
GCST006190,European,43016
GCST006190,European,37535
GCST006190,African,12693
GCST006190,African,13121
GCST006190,Asian,4142
GCST006190,Asian,9296
GCST006190,Hispanic,3228
GCST006190,Hispanic,5577
GCST006191,European,43016
GCST006191,European,37535
GCST006191,African,12693
GCST006191,African,13121
GCST006191,Asian,4142
GCST006191,Asian,9296
GCST006191,Hispanic,3228
GCST006191,Hispanic,5577
GCST006192,European,43016
GCST006192,European,37535
GCST006192,African,12693
GCST006192,African,13121
GCST006192,Asian,4142
GCST006192,Asian,9296
GCST006192,Hispanic,3228
GCST006192,Hispanic,5577
GCST006193,European,14607
GCST006193,European,65935
GCST006193,African,5545
GCST006193,African,21571
GCST006193,Asian,2465
GCST006193,Asian,10973
GCST006193,Hispanic,1068
GCST006193,Hispanic,7737
GCST006194,European,14607
GCST006194,European,65935
GCST006194,African,5545
GCST006194,African,21571
GCST006194,Asian,2465
GCST006194,Asian,10973
GCST006194,Hispanic,1068
GCST006194,Hispanic,7737
GCST006195,European,14607
GCST006195,European,65935
GCST006195,African,5545
GCST006195,African,21571
GCST006195,Asian,2465
GCST006195,Asian,10973
GCST006195,Hispanic,1068
GCST006195,Hispanic,7737
GCST005407,European,3071
GCST005407,European,6750
GCST005408,European,3071
GCST005408,European,6750
GCST005408,European,29578
GCST005408,Asian,8352
GCST005409,European,3071
GCST005409,European,6750
GCST005409,European,23899
GCST005409,Asian,8373
GCST005410,European,3071
GCST005410,European,6750
GCST005410,European,22504
GCST005410,Asian,7307
GCST005570,Chinese,348
GCST005570,Chinese,359
GCST005570,Chinese,189
GCST005406,European,3071
GCST005406,European,6750
GCST005406,European,22489
GCST005406,Asian,7339
GCST005388,Japanese,3980
GCST005388,Japanese,18815
GCST005805,African American,232
GCST005805,African American,162
GCST005518,European,27
GCST005518,African,3
GCST005518,European,658
GCST005518,African,111
GCST005434,European,9040
GCST005434,European,12496
GCST005571,European,5414
GCST005571,European,9939
GCST005574,European,2188
GCST005574,European,9939
GCST005572,European,2517
GCST005572,European,9939
GCST005573,European,5414
GCST005573,European,9939
GCST005435,European,1303
GCST006012,Japanese,75391
GCST006013,Japanese,126319
GCST006014,Japanese,106080
GCST006015,Japanese,18348
GCST006017,Japanese,58110
GCST006018,Japanese,37767
GCST006019,Japanese,118309
GCST006016,Japanese,105030
GCST005998,Japanese,134182
GCST005999,Japanese,134154
GCST006000,Japanese,12303
GCST006001,Japanese,42790
GCST006002,Japanese,93146
GCST006003,Japanese,105597
GCST006004,Japanese,72866
GCST006005,Japanese,70657
GCST006024,Japanese,8600
GCST006025,Japanese,17837
GCST006026,Japanese,19076
GCST006027,Japanese,19373
GCST006028,Japanese,19318
GCST006006,Japanese,19516
GCST006029,Japanese,19580
GCST006033,Japanese,19311
GCST006007,Japanese,19586
GCST006008,Japanese,19676
GCST006009,Japanese,136249
GCST006010,Japanese,136482
GCST005978,Japanese,136615
GCST005979,Japanese,136597
GCST005980,Japanese,110207
GCST005981,Japanese,42793
GCST005982,Japanese,71701
GCST006030,Japanese,126402
GCST006031,Japanese,132938
GCST006032,Japanese,127304
GCST005983,Japanese,109029
GCST005984,Japanese,143658
GCST005985,Japanese,142097
GCST005986,Japanese,139818
GCST005987,Japanese,98626
GCST005988,Japanese,102223
GCST005989,Japanese,113509
GCST005990,Japanese,98538
GCST005991,Japanese,108208
GCST005992,Japanese,108728
GCST005993,Japanese,108054
GCST006011,Japanese,108256
GCST005994,Japanese,108757
GCST005995,Japanese,108769
GCST005996,Japanese,108794
GCST005997,Japanese,62076
GCST005977,Japanese,62076
GCST005976,Japanese,62076
GCST005975,Japanese,62076
GCST005974,Japanese,62076
GCST005973,Japanese,107964
GCST005436,European,3479
GCST005437,European,1497
GCST005438,European,2019
GCST005803,European,9293
GCST005803,European,12957
GCST005803,Asian,4349
GCST005803,Asian,4771
GCST006034,Japanese,128305
GCST005369,Han Chinese,1634
GCST005417,Hispanic,363
GCST005417,Hispanic,5253
GCST005416,Hispanic,854
GCST005416,Hispanic,9549
GCST005419,Hispanic,11822
GCST005418,Hispanic,11822
GCST005386,European,398
GCST005386,European,1811
GCST005387,European,398
GCST005387,European,1231
GCST005415,British,29703
GCST005415,British,86552
GCST005412,European,3116
GCST005556,Japanese,731
GCST005433,European,343
GCST005433,European,755
GCST005432,European,414
GCST005432,European,825
GCST005431,European,441
GCST005431,European,941
GCST005430,European,2094
GCST005429,European,2204
GCST005428,European,2689
GCST005427,European,2689
GCST005427,European,7399
GCST005365,European,1548
GCST005411,European,3124
GCST005804,European,204
GCST005804,European,1919
GCST005804,African American,31
GCST005804,African American,108
GCST005309,Japanese,58
GCST005309,Japanese,7672
GCST005337,British,74461
GCST005337,British,149321
GCST005308,Japanese,902
GCST005308,Japanese,7672
GCST005311,Japanese,834
GCST005310,Japanese,567
GCST005307,Japanese,474
GCST005357,Tanzanian,449
GCST005357,Tanzanian,465
GCST005356,Tanzanian,449
GCST005356,Tanzanian,465
GCST005318,European,141
GCST005318,European,32
GCST006305,Yoruban,1017
GCST006305,Filipino,1765
GCST006472,Yoruban,1017
GCST006472,Filipino,1765
GCST006471,Yoruban,1017
GCST006471,Filipino,1765
GCST006470,Yoruban,1017
GCST006470,Filipino,1765
GCST006469,Yoruban,1017
GCST006469,Filipino,1765
GCST006308,Yoruban,1017
GCST006308,Filipino,1765
GCST006307,Yoruban,1017
GCST006307,Filipino,1765
GCST006306,Yoruban,1017
GCST006306,Filipino,1765
GCST005289,Danish,170
GCST005289,Danish,4717
GCST005288,European,8393
GCST005287,European,8393
GCST005352,European,66
GCST005352,Asian,14
GCST005330,Japanese,11261
GCST005329,Japanese,6312
GCST005351,European,42
GCST005351,Asian,14
GCST005414,European,19693
GCST005414,European,107308
GCST005414,East Asian,6952
GCST005414,East Asian,11865
GCST005414,South Asian,5561
GCST005414,South Asian,14458
GCST005414,Mexican,1804
GCST005414,Mexican,779
GCST005898,European,5277
GCST005898,European,15702
GCST005899,European,7522
GCST005899,European,50446
GCST005413,European,12931
GCST005413,European,57196
GCST005786,Ugandan,560
GCST005786,Ugandan,480
GCST006806,Quebec,966
GCST006806,Quebec,977
GCST005315,Latino,1949
GCST005315,Latino,8584
GCST005315,European,1184
GCST005315,European,3551
GCST005315,African American,130
GCST005315,African American,3842
GCST005366,European,39868
GCST005367,European,79366
GCST005359,European,2721
GCST005358,European,2721
GCST005360,European,2721
GCST005341,Japanese,576
GCST005341,East Asian,6270
GCST005338,Japanese,33
GCST005338,East Asian,6270
GCST005339,Japanese,340
GCST005339,East Asian,6270
GCST005340,Japanese,236
GCST005340,East Asian,6270
GCST005267,European,32405
GCST005267,European,12160
GCST005267,European,59059
GCST005266,European,32405
GCST005266,European,42221
GCST005368,European,3058
GCST005316,British,120934
GCST005317,European,49988
GCST005317,European,188577
GCST005231,European,6997
GCST005231,European,16172
GCST005231,European,3852
GCST005231,European,16034
GCST005230,European,7345
GCST005230,European,32211
GCST005343,European,290
GCST005342,European,290
GCST005827,European,7570
GCST006203,European,64
GCST006203,African American,194
GCST006203,Hispanic,130
GCST005782,African American,8541
GCST005782,Hispanic American,3485
GCST005782,European,16124
GCST005828,European,11097
GCST005313,European,260
GCST005313,African American,190
GCST005313,Hispanic,745
GCST005313,East Asian,131
GCST005313,South East Asian,23
GCST005313,European,9630
GCST005313,African American,1684
GCST005313,Hispanic,1102
GCST005313,East Asian,118
GCST005313,South East Asian,36
GCST006196,European,5806
GCST006197,European,5806
GCST005306,European,6337
GCST005306,European,61607
GCST005349,European and African American,22504
GCST005350,European,18805
GCST005346,European,10062
GCST005344,European,4180
GCST005345,European,11807
GCST005348,European,56284
GCST005348,African American,1333
GCST005314,European,68258
GCST005551,European,347
GCST005551,European,3466
GCST005551,African American,69
GCST005551,African American,260
GCST005552,European,671
GCST005552,European,3466
GCST005552,African American,21
GCST005552,African American,260
GCST005553,European,574
GCST005553,European,3466
GCST005553,African American,201
GCST005553,African American,260
GCST005555,European,1087
GCST005555,European,3466
GCST005555,African American,82
GCST005555,African American,260
GCST005554,European,1833
GCST005554,European,3466
GCST005554,African American,291
GCST005554,African American,260
GCST005332,European,347
GCST005332,European,3466
GCST005332,African American,69
GCST005332,African American,260
GCST005333,European,671
GCST005333,European,3466
GCST005333,African American,21
GCST005333,African American,260
GCST005335,European,574
GCST005335,European,3466
GCST005335,African American,201
GCST005335,African American,260
GCST005334,European,1087
GCST005334,European,3466
GCST005334,African American,82
GCST005334,African American,260
GCST005336,European,1833
GCST005336,European,3466
GCST005336,African American,291
GCST005336,African American,260
GCST005389,Icelandic,1944
GCST005389,Icelandic,338554
GCST005392,Icelandic,600
GCST005392,Icelandic,338554
GCST005391,Icelandic,600
GCST005391,Icelandic,338554
GCST005390,Icelandic,1196
GCST005390,Icelandic,338554
GCST005277,Korean,1029
GCST005277,Korean,395
GCST005278,Korean,762
GCST005278,Korean,664
GCST005328,European,388538
GCST005324,European,354862
GCST005276,European,1216
GCST005276,European,3791
GCST005279,Korean,228
GCST005279,Korean,1197
GCST005327,European,168105
GCST005326,European,168105
GCST005325,European,388538
GCST005323,European,354862
GCST005197,European,259
GCST005197,European,979
GCST005197,Han Chinese,116
GCST005197,Han Chinese,342
GCST005200,European,52
GCST005200,European,472
GCST005200,Han Chinese,22
GCST005200,Han Chinese,58
GCST005199,European,118
GCST005199,European,812
GCST005199,Han Chinese,16
GCST005199,Han Chinese,32
GCST005198,European,95
GCST005198,European,869
GCST005198,Han Chinese,85
GCST005198,Han Chinese,197
GCST005190,East Asian,1593
GCST005190,East Asian,2816
GCST005347,European,103
GCST005347,European,106
GCST005575,Han Chinese,755
GCST005575,Han Chinese,2031
GCST008125,Hispanic,10772
GCST008127,South Asian,29398
GCST008126,East Asian,8839
GCST008124,African American,27610
GCST008128,European,449889
GCST008129,European,449889
GCST008129,South Asian,29398
GCST008129,African American,27610
GCST008129,East Asian,8839
GCST008129,Hispanic,10772
GCST006862,European,19954
GCST006862,European,107715
GCST005213,European,7131
GCST005213,European,13631
GCST005213,Japanese,1239
GCST005213,Japanese,3976
GCST005213,Latino,606
GCST005213,Latino,792
GCST005212,European,19954
GCST005212,European,107715
GCST005212,African,2149
GCST005212,African,6055
GCST005212,Japanese,1239
GCST005212,Japanese,3976
GCST005212,Latino,606
GCST005212,Latino,792
GCST005172,Chinese,1778
GCST005172,Malay,391
GCST005172,Chinese,5164
GCST005172,Malay,2212
GCST007013,European,581
GCST007012,European,305
GCST007012,European,581
GCST007012,European,190
GCST007006,European,305
GCST006996,European,581
GCST007011,European,305
GCST007011,European,581
GCST007011,European,190
GCST007010,European,305
GCST007010,European,581
GCST007010,European,190
GCST007009,European,305
GCST007009,European,581
GCST007009,European,190
GCST007008,European,305
GCST007008,European,581
GCST007008,European,190
GCST007007,European,305
GCST007007,European,581
GCST007007,European,190
GCST007005,European,305
