,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,ACCESSION,parentterm,EFOTerm,color
3957,Other/Mixed,22.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,polychlorinated biphenyls measurement,#99d594
3958,Asian,122.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,polychlorinated biphenyls measurement,#3288bd
3959,European,273.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,polychlorinated biphenyls measurement,#d53e4f
3960,Hispanic/Latin American,329.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#807dba
3961,Asian,23.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#3288bd
3962,African Am./Caribbean,21.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#fee08b
3963,Other/Mixed,22.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#99d594
3964,Asian,122.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#3288bd
3965,European,273.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs,initial,2017-04-03,GCST004283,Other measurement,gestational serum measurement,#d53e4f
3966,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of organochlorine pesticides (fetal genetic effect),initial,2017-04-03,GCST004282,Other measurement,gestational serum measurement,#99d594
3967,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of organochlorine pesticides (fetal genetic effect),initial,2017-04-03,GCST004282,Other measurement,fetal genotype effect measurement,#99d594
3968,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of organochlorine pesticides (fetal genetic effect),initial,2017-04-03,GCST004282,Other measurement,organochlorine pesticide measurement,#99d594
3969,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs (fetal genetic effect),initial,2017-04-03,GCST004286,Other measurement,polybrominated biphenyl measurement,#99d594
3970,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs (fetal genetic effect),initial,2017-04-03,GCST004286,Other measurement,gestational serum measurement,#99d594
3971,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs (fetal genetic effect),initial,2017-04-03,GCST004286,Other measurement,fetal genotype effect measurement,#99d594
3972,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs (fetal genetic effect),initial,2017-04-03,GCST004286,Other measurement,polybrominated diphenyl ether measurement,#99d594
3973,Hispanic/Latin American,329.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#807dba
3974,Asian,122.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#3288bd
3975,Asian,23.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#3288bd
3976,African Am./Caribbean,21.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#fee08b
3977,Other/Mixed,22.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#99d594
3978,European,273.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated biphenyl measurement,#d53e4f
3979,Hispanic/Latin American,329.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#807dba
3980,Asian,122.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#3288bd
3981,Asian,23.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#3288bd
3982,African Am./Caribbean,21.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#fee08b
3983,Other/Mixed,22.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#99d594
3984,European,273.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,gestational serum measurement,#d53e4f
3985,Hispanic/Latin American,329.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#807dba
3986,Asian,122.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#3288bd
3987,Asian,23.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#3288bd
3988,African Am./Caribbean,21.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#fee08b
3989,Other/Mixed,22.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#99d594
3990,European,273.0,28235828.0,Traglia M,Midgestational circulating levels of PBDEs,initial,2017-04-03,GCST004285,Other measurement,polybrominated diphenyl ether measurement,#d53e4f
3991,Asian,7518.0,28358823.0,Kim SK,Anterior cruciate ligament rupture,initial,2017-03-30,GCST004265,Other disease,ligament rupture,#3288bd
3992,Hispanic/Latin American,8560.0,28358823.0,Kim SK,Anterior cruciate ligament rupture,initial,2017-03-30,GCST004265,Other disease,ligament rupture,#807dba
3993,European,83264.0,28358823.0,Kim SK,Anterior cruciate ligament rupture,initial,2017-03-30,GCST004265,Other disease,ligament rupture,#d53e4f
3994,Asian,7518.0,28358823.0,Kim SK,Achilles tendinopathy,initial,2017-03-30,GCST004263,Other disease,Tendinopathy,#3288bd
3995,African Am./Caribbean,3161.0,28358823.0,Kim SK,Achilles tendinopathy,initial,2017-03-30,GCST004263,Other disease,Tendinopathy,#fee08b
3996,Asian,476.0,28358823.0,Kim SK,Achilles tendinopathy,initial,2017-03-30,GCST004263,Other disease,Tendinopathy,#3288bd
3997,European,83264.0,28358823.0,Kim SK,Achilles tendinopathy,initial,2017-03-30,GCST004263,Other disease,Tendinopathy,#d53e4f
3998,Hispanic/Latin American,8560.0,28358823.0,Kim SK,Achilles tendinopathy,initial,2017-03-30,GCST004263,Other disease,Tendinopathy,#807dba
3999,European,17637.0,28360221.0,Boger CA,Blood osmolality (transformed sodium),replication,2017-03-30,GCST004267,Other measurement,blood osmolality measurement,#d53e4f
4000,Asian,8765.0,28360221.0,Boger CA,Blood osmolality (transformed sodium),initial,2017-03-30,GCST004267,Other measurement,blood osmolality measurement,#3288bd
4001,African Am./Caribbean,7215.0,28360221.0,Boger CA,Blood osmolality (transformed sodium),initial,2017-03-30,GCST004267,Other measurement,blood osmolality measurement,#fee08b
4002,European,45889.0,28360221.0,Boger CA,Blood osmolality (transformed sodium),initial,2017-03-30,GCST004267,Other measurement,blood osmolality measurement,#d53e4f
4003,Asian,7935.0,28406950.0,Kim J,Prevalent type 2 diabetes,initial,2017-04-13,GCST004304,Metabolic disorder,type ii diabetes mellitus,#3288bd
4004,Asian,7935.0,28406950.0,Kim J,Type 2 diabetes,initial,2017-04-13,GCST004305,Metabolic disorder,type ii diabetes mellitus,#3288bd
4005,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs (fetal genetic effect),initial,2017-04-03,GCST004284,Other measurement,polychlorinated biphenyls measurement,#99d594
4006,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs (fetal genetic effect),initial,2017-04-03,GCST004284,Other measurement,gestational serum measurement,#99d594
4007,Other/Mixed,764.0,28235828.0,Traglia M,Midgestational circulating levels of PCBs (fetal genetic effect),initial,2017-04-03,GCST004284,Other measurement,fetal genotype effect measurement,#99d594
4008,European,513.0,28207573.0,Backman JD,Clopidogrel active metabolite levels,initial,2017-04-01,GCST004264,Other measurement,clopidogrel metabolite measurement,#d53e4f
4009,Hispanic/Latin American,7746.0,28254843.0,Qi Q,Type 2 diabetes,initial,2017-03-02,GCST004758,Metabolic disorder,type ii diabetes mellitus,#807dba
4013,Asian,3560.0,28334814.0,Zhu Z,Adolescent idiopathic scoliosis,initial,2017-02-28,GCST004288,Other disease,adolescent idiopathic scoliosis,#3288bd
4014,Asian,10464.0,28334814.0,Zhu Z,Adolescent idiopathic scoliosis,replication,2017-02-28,GCST004288,Other disease,adolescent idiopathic scoliosis,#3288bd
4015,European,2209.0,28250457.0,Scerri TS,Macular telangiectasia type 2,initial,2017-02-27,GCST004171,Neurological disorder,macular telangiectasia type 2,#d53e4f
4016,European,1306.0,28250457.0,Scerri TS,Macular telangiectasia type 2,replication,2017-02-27,GCST004171,Neurological disorder,macular telangiectasia type 2,#d53e4f
4017,Other/Mixed,338.0,28240269.0,Suhre K,Blood protein levels,replication,2017-02-27,GCST004365,Other measurement,blood protein measurement,#99d594
4018,European,997.0,28240269.0,Suhre K,Blood protein levels,initial,2017-02-27,GCST004365,Other measurement,blood protein measurement,#d53e4f
4019,Asian,3418.0,28334792.0,Nongmaithem SS,Vitamin B12 levels,replication,2017-02-27,GCST004161,Other measurement,vitamin B12 measurement,#3288bd
4020,Asian,1001.0,28334792.0,Nongmaithem SS,Vitamin B12 levels,initial,2017-02-27,GCST004161,Other measurement,vitamin B12 measurement,#3288bd
4021,Asian,6084.0,28232668.0,Yu Y,Nonsyndromic cleft lip with cleft palate,initial,2017-02-24,GCST004166,Other trait,cleft palate,#3288bd
4022,Asian,5888.0,28232668.0,Yu Y,Nonsyndromic cleft lip with cleft palate,replication,2017-02-24,GCST004166,Other trait,cleft palate,#3288bd
4023,Asian,6084.0,28232668.0,Yu Y,Nonsyndromic cleft lip with cleft palate,initial,2017-02-24,GCST004166,Other trait,cleft lip,#3288bd
4024,Asian,5888.0,28232668.0,Yu Y,Nonsyndromic cleft lip with cleft palate,replication,2017-02-24,GCST004166,Other trait,cleft lip,#3288bd
4025,European,7189.0,28282560.0,Pott J,Carotid plaque burden,initial,2017-02-24,GCST004162,Cardiovascular measurement,carotid plaque build,#d53e4f
4026,African Am./Caribbean,5334.0,28203683.0,Heit JA,Venous thromboembolism adjusted for sickle cell variant rs77121243-T,initial,2017-02-16,GCST004068,Cardiovascular disease,venous thromboembolism,#fee08b
4027,European,5892.0,28193307.0,Lin BD,Monocyte-lymphocyte ratio,initial,2017-02-14,GCST004170,Hematological measurement,monocyte:lymphocyte ratio,#d53e4f
4028,European,52874.0,28196072.0,Hagenaars SP,Male-pattern baldness,initial,2017-02-14,GCST006661,Other disease,Alopecia,#d53e4f
4029,European,5892.0,28193307.0,Lin BD,Monocyte count,initial,2017-02-14,GCST004164,Hematological measurement,monocyte count,#d53e4f
4030,European,108976.0,28194004.0,Deary V,Self-reported tiredness,initial,2017-02-14,GCST004158,Other measurement,tiredness measurement,#d53e4f
4031,European,290551.0,28195142.0,Gudmundsson J,Thyroid cancer,initial,2017-02-14,GCST004144,Cancer,thyroid carcinoma,#d53e4f
4032,European,245.0,28187132.0,Kiryluk K,Serum galactose-deficient IgA1 levels,initial,2017-02-10,GCST004159,Other measurement,serum galactose-deficient IgA1 measurement,#d53e4f
4033,Asian,653.0,28187132.0,Kiryluk K,Serum galactose-deficient IgA1 levels,replication,2017-02-10,GCST004159,Other measurement,serum galactose-deficient IgA1 measurement,#3288bd
4034,Asian,950.0,28187132.0,Kiryluk K,Serum galactose-deficient IgA1 levels,initial,2017-02-10,GCST004159,Other measurement,serum galactose-deficient IgA1 measurement,#3288bd
4035,European,785.0,28187132.0,Kiryluk K,Serum galactose-deficient IgA1 levels,replication,2017-02-10,GCST004159,Other measurement,serum galactose-deficient IgA1 measurement,#d53e4f
4036,European,2830.0,28212542.0,Ransohoff KJ,Melanoma,replication,2017-02-09,GCST004142,Cancer,melanoma,#d53e4f
4037,European,291407.0,28212542.0,Ransohoff KJ,Melanoma,initial,2017-02-09,GCST004142,Cancer,melanoma,#d53e4f
4038,European,24381.0,28346443.0,Melin BS,Glioblastoma,initial,2017-03-27,GCST004349,Cancer,central nervous system cancer,#d53e4f
4039,European,24381.0,28346443.0,Melin BS,Glioblastoma,initial,2017-03-27,GCST004349,Cancer,glioblastoma multiforme,#d53e4f
4040,European,24009.0,28346443.0,Melin BS,Non-glioblastoma glioma,initial,2017-03-27,GCST004348,Cancer,central nervous system cancer,#d53e4f
4041,European,24009.0,28346443.0,Melin BS,Non-glioblastoma glioma,initial,2017-03-27,GCST004348,Cancer,glioma,#d53e4f
4042,European,8703.0,28649644.0,Pivot X,HER2 status in breast cancer,initial,2017-02-23,GCST004528,Other measurement,HER2 status,#d53e4f
4043,European,8703.0,28649644.0,Pivot X,HER2 status in breast cancer,initial,2017-02-23,GCST004528,Cancer,breast carcinoma,#d53e4f
4044,European,287338.0,28223688.0,Bjornsdottir G,Sciatica caused by lumbar disc herniation (treated with microdiscectomy),initial,2017-02-22,GCST004098,Other disease,lumbar disc herniation,#d53e4f
4045,European,287338.0,28223688.0,Bjornsdottir G,Sciatica caused by lumbar disc herniation (treated with microdiscectomy),initial,2017-02-22,GCST004098,Other trait,Sciatica,#d53e4f
4046,European,287338.0,28223688.0,Bjornsdottir G,Sciatica caused by lumbar disc herniation (treated with microdiscectomy),initial,2017-02-22,GCST004098,Other measurement,LDH-related sciatica symptom severity measurement,#d53e4f
4047,European,304241.0,28177523.0,Lin Y,Basal cell carcinoma,initial,2017-02-22,GCST004113,Cancer,basal cell carcinoma,#d53e4f
4048,European,9179.0,28224759.0,Pei YF,Body fat mass,initial,2017-02-22,GCST004141,Other measurement,fat body mass,#d53e4f
4049,African Am./Caribbean,6597.0,28295283.0,Wang H,Colorectal cancer,initial,2017-03-13,GCST004168,Cancer,colorectal cancer,#fee08b
4050,African Am./Caribbean,2041.0,28295283.0,Wang H,Colorectal cancer,replication,2017-03-13,GCST004168,Cancer,colorectal cancer,#fee08b
4051,Hispanic/Latin American,5941.0,28295283.0,Wang H,Colorectal cancer,replication,2017-03-13,GCST004168,Cancer,colorectal cancer,#807dba
4052,African Am./Caribbean,6154.0,28295283.0,Wang H,Colon cancer,initial,2017-03-13,GCST004167,Cancer,colonic neoplasm,#fee08b
4053,African Am./Caribbean,1753.0,28295283.0,Wang H,Colon cancer,replication,2017-03-13,GCST004167,Cancer,colonic neoplasm,#fee08b
4054,African Am./Caribbean,5146.0,28295283.0,Wang H,Rectal cancer,initial,2017-03-13,GCST004169,Cancer,rectum cancer,#fee08b
4055,African Am./Caribbean,1434.0,28295283.0,Wang H,Rectal cancer,replication,2017-03-13,GCST004169,Cancer,rectum cancer,#fee08b
4056,African Am./Caribbean,9020.0,28296344.0,Chen G,Body mass index,replication,2017-03-13,GCST004255,Body measurement,body mass index,#fee08b
